detailsPageUrl,carat,date,dateSet,price,strikethroughPrice,pricePerCarat,skus,id,shapeCode,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,hasVisualization,visualizationImageUrl,v360BaseUrl,measurements,willArriveForHoliday,imageUrl,sellingIndex,sold,quickShip
./diamond-details/LD13808725,1.29,Jul 29,Jul 30,10001,,7753,LD13808725,LD13808725,RD,Round,VS1,E,None,Ideal,62.7,None,1.01,Excellent,Excellent,57.0,False,,,6.93 x 6.88 x 4.33 mm,False,,0.3530382,False,True
./diamond-details/LD13184516,1.55,Aug 20,Aug 21,10003,,6454,LD13184516,LD13184516,RD,Round,VS2,I,None,Ideal,63.0,None,1.0,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1293764618/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1293764618/1/,7.37 x 7.34 x 4.64 mm,False,,0.2882735,False,False
./diamond-details/LD07418539,1.05,Jul 24,Jul 27,10004,,9528,LD07418539,LD07418539,RD,Round,VVS1,E,None,Ideal,61.7,Medium,1.0,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1235161492/still_230x230.jpg,https://bluenile.v360.in/1/imaged/gia-1235161492/1/,6.52 x 6.49 x 4.02 mm,False,,0.19397667,False,True
./diamond-details/LD13896853,1.6,Aug 20,Aug 21,10004,,6252,LD13896853,LD13896853,RD,Round,SI2,H,None,Ideal,61.9,None,1.01,Excellent,Excellent,57.0,False,,,7.47 x 7.51 x 4.64 mm,False,,0.0635699,False,False
./diamond-details/LD09783992,1.35,Aug 3,Aug 4,10005,,7411,LD09783992,LD09783992,RD,Round,VS2,G,None,Ideal,62.1,None,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7278979148/still_230x230.jpg,https://bluenile.v360.in/67/imaged/gia-7278979148/1/,7.07 x 7.03 x 4.38 mm,False,,0.24571598,False,False
./diamond-details/LD13516656,1.4,Aug 20,Aug 21,10005,,7146,LD13516656,LD13516656,RD,Round,VVS2,H,None,Ideal,62.7,None,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2346880898/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2346880898/1/,7.06 x 7.12 x 4.44 mm,False,,0.5618076,False,False
./diamond-details/LD12514984,1.4,Aug 3,Aug 4,10007,,7148,LD12514984,LD12514984,RD,Round,VVS2,H,None,Ideal,62.8,None,1.01,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7328735330/still_230x230.jpg,https://bluenile.v360.in/17/imaged/gia-7328735330/1/,7.12 x 7.08 x 4.46 mm,False,,0.55349094,False,False
./diamond-details/LD13067353,1.4,Aug 3,Aug 4,10007,,7148,LD13067353,LD13067353,RD,Round,VVS2,H,None,Ideal,62.5,None,1.01,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2203402080/still_230x230.jpg,https://bluenile.v360.in/17/imaged/gia-2203402080/1/,7.17 x 7.12 x 4.47 mm,False,,0.57534474,False,False
./diamond-details/LD03981626,1.44,Jul 24,Jul 27,10008,,6950,LD03981626,LD03981626,RD,Round,VS2,I,Very Small,Ideal,61.6,None,1.0,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5166155991/still_230x230.jpg,https://bluenile.v360.in/9/imaged/gia-5166155991/1/,7.24 x 7.21 x 4.45 mm,False,,0.15597305,False,True
./diamond-details/LD13739590,1.7,Aug 20,Aug 21,10008,,5887,LD13739590,LD13739590,RD,Round,VS2,K,None,Ideal,61.7,None,1.01,Excellent,Excellent,59.0,False,,,7.62 x 7.66 x 4.72 mm,False,,0.122405075,False,False
./diamond-details/LD03791165,1.5,Aug 3,Aug 4,10009,,6673,LD03791165,LD03791165,RD,Round,VS1,I,None,Good,64.6,None,1.01,Excellent,Excellent,58.0,False,,,7.16 x 7.11 x 4.61 mm,False,,0.07186841,False,False
./diamond-details/LD07765416,1.05,Jul 28,Jul 29,10009,,9532,LD07765416,LD07765416,RD,Round,VS1,D,None,Ideal,62.1,None,1.0,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1238450184/still_230x230.jpg,https://bluenile.v360.in/15/imaged/gia-1238450184/1/,6.53 x 6.50 x 4.05 mm,False,,0.051098432,False,True
./diamond-details/LD07765466,1.05,Jul 28,Jul 29,10009,,9532,LD07765466,LD07765466,RD,Round,VS1,D,None,Ideal,62.0,None,1.0,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2236120159/still_230x230.jpg,https://bluenile.v360.in/15/imaged/gia-2236120159/1/,6.54 x 6.52 x 4.05 mm,False,,0.054433238,False,True
./diamond-details/LD11551018,1.07,Jul 24,Jul 27,10010,,9355,LD11551018,LD11551018,RD,Round,VS1,E,Very Small,Ideal,61.8,None,1.0,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2193848610/still_230x230.jpg,https://bluenile.v360.in/1/imaged/gia-2193848610/1/,6.58 x 6.55 x 4.05 mm,False,,0.07197969,False,True
./diamond-details/LD13726527,1.35,Aug 6,Aug 7,10014,,7418,LD13726527,LD13726527,RD,Round,VS2,E,None,Ideal,60.7,None,1.0,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6207478964/still_230x230.jpg,https://bluenile.v360.in/2/imaged/gia-6207478964/1/,7.16 x 7.13 x 4.34 mm,False,,0.50727046,False,False
./diamond-details/LD14004867,1.7,Aug 20,Aug 21,10014,,5891,LD14004867,LD14004867,RD,Round,SI1,I,None,Ideal,62.8,Medium,1.01,Excellent,Very Good,56.0,False,,,7.54 x 7.62 x 4.77 mm,False,,0.18953618,False,False
./diamond-details/LD05707792,1.27,Jul 24,Jul 27,10015,,7886,LD05707792,LD05707792,RD,Round,VVS2,H,Very Small,Ideal,61.7,None,1.0,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2176802827/still_230x230.jpg,https://bluenile.v360.in/1/imaged/gia-2176802827/1/,6.94 x 6.91 x 4.28 mm,False,,0.26395273,False,True
./diamond-details/LD13457019,1.05,Aug 3,Aug 4,10015,,9538,LD13457019,LD13457019,RD,Round,VS1,D,None,Ideal,59.8,None,1.0,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7341706248/still_230x230.jpg?v=2,https://bluenile.v360.in/66/imaged/gia-7341706248/2/,6.60 x 6.62 x 3.95 mm,False,,0.09065066,False,False
./diamond-details/LD13415527,1.02,Aug 20,Aug 21,10016,,9820,LD13415527,LD13415527,RD,Round,VVS1,E,None,Ideal,62.1,None,1.0,Excellent,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1343406016/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1343406016/1/,6.43 x 6.41 x 3.99 mm,False,,0.17260125,False,False
./diamond-details/LD13801129,1.36,Aug 5,Aug 6,10016,,7365,LD13801129,LD13801129,RD,Round,VVS1,H,None,Ideal,62.0,None,1.01,Excellent,Excellent,55.0,False,,,7.12 x 7.07 x 4.40 mm,False,,0.27912146,False,False
./diamond-details/LD13969386,1.81,Aug 20,Aug 21,10016,,5534,LD13969386,LD13969386,RD,Round,SI1,J,None,Ideal,62.5,None,1.01,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1353350385/still_230x230.jpg,https://bluenile.v360.in/11/imaged/gia-1353350385/1/,7.71 x 7.78 x 4.85 mm,False,,0.2931158,False,False
./diamond-details/LD06375652,1.23,Jul 29,Jul 30,10018,,8145,LD06375652,LD06375652,RD,Round,VVS1,G,Very Small,Ideal,60.2,None,1.01,Excellent,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2155585862/still_230x230.jpg,https://bluenile.v360.in/61/imaged/gia-2155585862/1/,7.01 x 6.96 x 4.20 mm,False,,0.3653517,False,True
./diamond-details/LD13943829,1.5,Aug 10,Aug 11,10019,,6679,LD13943829,LD13943829,RD,Round,SI1,G,None,Ideal,62.9,None,1.01,Excellent,Excellent,57.0,False,,,7.31 x 7.25 x 4.58 mm,False,,0.122046225,False,False
./diamond-details/LD13739243,1.5,Aug 20,Aug 21,10021,,6681,LD13739243,LD13739243,RD,Round,SI1,I,None,Ideal,61.2,None,1.01,Excellent,Excellent,59.0,False,,,7.34 x 7.39 x 4.51 mm,False,,0.05198943,False,False
./diamond-details/LD13031900,1.56,Aug 3,Aug 4,10025,,6426,LD13031900,LD13031900,RD,Round,VVS1,I,None,Ideal,60.3,None,1.0,Excellent,Excellent,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2326925699/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2326925699/1/,7.52 x 7.49 x 4.53 mm,False,,0.54027605,False,False
./diamond-details/LD13738486,2.01,Aug 20,Aug 21,10025,,4988,LD13738486,LD13738486,RD,Round,SI1,K,None,Very Good,63.7,None,1.01,Excellent,Very Good,57.0,False,,,7.82 x 7.92 x 5.01 mm,False,,0.16521409,False,False
./diamond-details/LD14008438,1.7,Aug 20,Aug 21,10026,,5898,LD14008438,LD14008438,RD,Round,VS1,J,None,Very Good,60.2,None,1.01,Excellent,Excellent,59.0,False,,,7.72 x 7.77 x 4.66 mm,False,,0.2899919,False,False
./diamond-details/LD11582504,1.71,Aug 3,Aug 4,10028,,5864,LD11582504,LD11582504,RD,Round,SI2,I,None,Ideal,62.6,None,1.01,Very Good,Excellent,57.0,False,,,7.60 x 7.65 x 4.77 mm,False,,0.12850153,False,False
./diamond-details/LD13245173,1.61,Aug 3,Aug 4,10029,,6229,LD13245173,LD13245173,RD,Round,VVS2,I,None,Ideal,61.6,None,1.01,Excellent,Excellent,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7331656764/still_230x230.jpg,https://bluenile.v360.in/17/imaged/gia-7331656764/1/,7.52 x 7.48 x 4.62 mm,False,,0.6010538,False,False
./diamond-details/LD13247781,1.36,Jul 29,Jul 30,10029,,7374,LD13247781,LD13247781,RD,Round,VS2,F,None,Ideal,62.5,Faint,1.0,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6345058162/still_230x230.jpg,https://bluenile.v360.in/13/imaged/gia-6345058162/1/,7.08 x 7.05 x 4.41 mm,False,,0.34833473,False,True
./diamond-details/LD12425778,1.51,Aug 20,Aug 21,10030,,6642,LD12425778,LD12425778,RD,Round,VVS1,H,None,Very Good,64.0,None,1.01,Excellent,Very Good,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2324812067/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2324812067/1/,7.13 x 7.19 x 4.58 mm,False,,0.6888867,False,False
./diamond-details/LD13622813,1.65,Jul 28,Jul 29,10030,,6079,LD13622813,LD13622813,RD,Round,SI1,G,None,Ideal,62.9,Strong Blue,1.01,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6342522092/still_230x230.jpg,https://bluenile.v360.in/5/imaged/gia-6342522092/1/,7.47 x 7.52 x 4.72 mm,False,,0.31025288,False,True
./diamond-details/LD13973472,1.0,Aug 3,Aug 4,10030,,10030,LD13973472,LD13973472,RD,Round,VVS1,E,None,Ideal,62.0,None,1.01,Excellent,Excellent,58.0,False,,,6.35 x 6.40 x 3.95 mm,False,,0.11794772,False,False
./diamond-details/LD12822122,1.41,Jul 29,Jul 30,10031,,7114,LD12822122,LD12822122,RD,Round,VVS1,H,None,Ideal,61.4,Faint,1.01,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6204313869/still_230x230.jpg,https://bluenile.v360.in/59/imaged/gia-6204313869/1/,7.23 x 7.17 x 4.42 mm,False,,0.6492202,False,True
./diamond-details/LD14000854,1.09,Aug 20,Aug 21,10034,,9206,LD14000854,LD14000854,RD,Round,VVS1,D,None,Ideal,60.8,Strong,1.01,Excellent,Excellent,59.0,False,,,6.63 x 6.59 x 4.02 mm,False,,0.165583,False,False
./diamond-details/LD09783986,1.3,Aug 3,Aug 4,10036,,7720,LD09783986,LD09783986,RD,Round,VS1,G,None,Ideal,61.3,None,1.0,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2191044252/still_230x230.jpg,https://bluenile.v360.in/67/imaged/gia-2191044252/1/,7.06 x 7.04 x 4.32 mm,False,,0.29217857,False,False
./diamond-details/LD13304068,1.42,Aug 20,Aug 21,10037,,7068,LD13304068,LD13304068,RD,Round,VS1,H,None,Ideal,62.6,None,1.01,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1345374215/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1345374215/1/,7.11 x 7.16 x 4.47 mm,False,,0.49061513,False,False
./diamond-details/LD13403068,1.21,Jul 29,Jul 30,10038,,8296,LD13403068,LD13403068,RD,Round,VVS2,D,None,Ideal,61.4,Medium Blue,1.0,Excellent,Excellent,60.0,False,,,6.87 x 6.85 x 4.21 mm,False,,0.4473407,False,True
./diamond-details/LD13515943,1.1,Jul 29,Jul 30,10038,,9125,LD13515943,LD13515943,RD,Round,VS1,E,None,Ideal,62.0,None,1.0,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2195594453/still_230x230.jpg,https://bluenile.v360.in/61/imaged/gia-2195594453/1/,6.62 x 6.60 x 4.10 mm,False,,0.08391787,False,True
./diamond-details/LD13594098,1.9,Aug 7,Aug 10,10038,,5283,LD13594098,LD13594098,RD,Round,VVS2,K,None,Ideal,59.5,Medium,1.01,Excellent,Excellent,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6342945587/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-6342945587/1/,7.99 x 8.04 x 4.77 mm,False,,0.56959707,False,False
./diamond-details/LD13385789,1.33,Aug 20,Aug 21,10039,,7548,LD13385789,LD13385789,RD,Round,VS1,E,None,Ideal,62.4,Medium,1.0,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2347460701/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2347460701/1/,7.04 x 7.01 x 4.38 mm,False,,0.60799503,False,False
./diamond-details/LD12555362,1.52,Aug 5,Aug 6,10040,,6605,LD12555362,LD12555362,RD,Round,VVS2,I,None,Ideal,62.5,None,1.0,Excellent,Excellent,57.0,False,,,7.36 x 7.33 x 4.59 mm,False,,0.3072272,False,False
./diamond-details/LD13780517,1.57,Aug 10,Aug 11,10040,,6395,LD13780517,LD13780517,RD,Round,SI1,H,None,Ideal,62.8,None,1.01,Excellent,Excellent,58.0,False,,,7.42 x 7.36 x 4.64 mm,False,,0.11533484,False,False
./diamond-details/LD13819676,1.2,Aug 10,Aug 11,10040,,8367,LD13819676,LD13819676,RD,Round,VVS2,E,None,Ideal,62.1,None,1.01,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7356067680/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-7356067680/1/,6.81 x 6.85 x 4.25 mm,False,,0.49076703,False,False
./diamond-details/LD14010764,1.52,Aug 20,Aug 21,10040,,6605,LD14010764,LD14010764,RD,Round,IF,J,None,Ideal,62.6,None,1.01,Excellent,Excellent,59.0,False,,,7.29 x 7.34 x 4.58 mm,False,,0.18977308,False,False
./diamond-details/LD12679666,1.1,Aug 13,Aug 14,10045,,9132,LD12679666,LD12679666,RD,Round,VVS1,G,None,Ideal,62.7,None,1.0,Excellent,Excellent,56.0,False,,,6.58 x 6.61 x 4.14 mm,False,,0.055212196,False,False
./diamond-details/LD13978987,1.51,Aug 20,Aug 21,10045,,6652,LD13978987,LD13978987,RD,Round,SI1,F,None,Ideal,61.8,Medium,1.0,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6351268817/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-6351268817/1/,7.32 x 7.34 x 4.53 mm,False,,0.25596488,False,False
./diamond-details/LD13981261,1.2,Aug 6,Aug 7,10045,,8371,LD13981261,LD13981261,RD,Round,VS2,D,None,Ideal,63.6,None,1.01,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1349726624/still_230x230.jpg,https://bluenile.v360.in/2/imaged/gia-1349726624/1/,6.69 x 6.76 x 4.28 mm,False,,0.12328461,False,False
./diamond-details/LD06602259,0.9,Aug 13,Aug 14,10046,,11162,LD06602259,LD06602259,RD,Round,IF,E,None,Very Good,63.3,Faint,1.01,Excellent,Excellent,58.0,False,,,6.06 x 6.11 x 3.85 mm,False,,0.028051026,False,False
./diamond-details/LD13295323,1.3,Aug 20,Aug 21,10048,,7729,LD13295323,LD13295323,RD,Round,VS1,F,None,Ideal,62.7,None,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6341295916/still_230x230.jpg,https://bluenile.v360.in/11/imaged/gia-6341295916/1/,6.89 x 6.93 x 4.34 mm,False,,0.40169227,False,False
./diamond-details/LD13345706,1.53,Jul 29,Jul 30,10048,,6567,LD13345706,LD13345706,RD,Round,SI2,F,None,Ideal,60.6,Faint,1.0,Excellent,Excellent,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2195472914/still_230x230.jpg,https://bluenile.v360.in/59/imaged/gia-2195472914/1/,7.42 x 7.41 x 4.49 mm,False,,0.12174559,False,True
./diamond-details/LD13811502,1.41,Aug 20,Aug 21,10048,,7126,LD13811502,LD13811502,RD,Round,VS1,H,None,Very Good,62.7,None,1.01,Excellent,Excellent,58.0,False,,,7.12 x 7.17 x 4.48 mm,False,,0.2876457,False,False
./diamond-details/LD13976569,1.56,Aug 5,Aug 6,10048,,6441,LD13976569,LD13976569,RD,Round,VS1,I,None,Ideal,60.3,None,1.0,Excellent,Excellent,61.0,False,,,7.49 x 7.47 x 4.51 mm,False,,0.26226503,False,False
./diamond-details/LD13674255,1.5,Aug 20,Aug 21,10049,,6699,LD13674255,LD13674255,RD,Round,SI1,G,None,Ideal,60.2,Medium,1.01,Very Good,Excellent,62.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6351098316/still_230x230.jpg,https://bluenile.v360.in/2/imaged/gia-6351098316/1/,7.41 x 7.36 x 4.45 mm,False,,0.21559057,False,False
./diamond-details/LD13639051,1.27,Aug 20,Aug 21,10050,,7913,LD13639051,LD13639051,RD,Round,VS1,E,None,Ideal,62.8,None,1.01,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2347748891/still_230x230.jpg,https://bluenile.v360.in/19/imaged/gia-2347748891/1/,6.90 x 6.86 x 4.32 mm,False,,0.41551328,False,False
./diamond-details/LD13339530,1.34,Jul 29,Jul 30,10051,,7501,LD13339530,LD13339530,RD,Round,VS1,G,None,Ideal,61.1,None,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2346280345/still_230x230.jpg,https://bluenile.v360.in/51/imaged/gia-2346280345/1/,7.13 x 7.08 x 4.34 mm,False,,0.38126293,False,True
./diamond-details/LD13981096,1.2,Aug 6,Aug 7,10051,,8376,LD13981096,LD13981096,RD,Round,VS1,D,None,Ideal,60.5,Faint,1.01,Excellent,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3335450789/still_230x230.jpg,https://bluenile.v360.in/2/imaged/gia-3335450789/1/,6.82 x 6.86 x 4.14 mm,False,,0.38230032,False,False
./diamond-details/LD13739127,1.5,Aug 20,Aug 21,10052,,6701,LD13739127,LD13739127,RD,Round,VVS2,I,None,Ideal,61.0,Medium,1.01,Excellent,Excellent,59.0,False,,,7.38 x 7.42 x 4.52 mm,False,,0.30915314,False,False
./diamond-details/LD13911396,1.55,Aug 20,Aug 21,10052,,6485,LD13911396,LD13911396,RD,Round,SI2,G,None,Ideal,62.5,None,1.01,Excellent,Excellent,57.0,False,,,7.37 x 7.42 x 4.62 mm,False,,0.062416248,False,False
./diamond-details/LD13420749,1.2,Aug 18,Aug 19,10053,,8378,LD13420749,LD13420749,RD,Round,VVS2,E,None,Ideal,61.7,Faint,1.01,Excellent,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6345635315/still_230x230.jpg,https://bluenile.v360.in/43/imaged/gia-6345635315/1/,6.79 x 6.74 x 4.17 mm,False,,0.43939677,False,False
./diamond-details/LD03400867,1.01,Jul 24,Jul 27,10054,,9954,LD03400867,LD03400867,RD,Round,VVS1,F,None,Ideal,61.8,Faint,1.0,Excellent,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1149890723/still_230x230.jpg,https://bluenile.v360.in/9/imaged/gia-1149890723/1/,6.43 x 6.46 x 3.98 mm,False,,0.11326105,False,True
./diamond-details/LD13346357,1.3,Jul 29,Jul 30,10055,,7735,LD13346357,LD13346357,RD,Round,VVS2,F,None,Good,56.4,None,1.01,Very Good,Good,67.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5181292616/still_230x230.jpg,https://bluenile.v360.in/71/imaged/gia-5181292616/1/,7.34 x 7.24 x 4.11 mm,False,,0.21801952,False,True
./diamond-details/LD13773260,2.01,Aug 7,Aug 10,10055,,5002,LD13773260,LD13773260,RD,Round,VVS2,K,None,Very Good,64.9,None,1.01,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2356172573/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-2356172573/1/,7.85 x 7.89 x 5.11 mm,False,,0.5289302,False,False
./diamond-details/LD13853334,1.2,Aug 10,Aug 11,10056,,8380,LD13853334,LD13853334,RD,Round,VVS1,D,None,Ideal,62.7,Faint,1.01,Excellent,Excellent,57.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1339264736/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-1339264736/1/,6.75 x 6.71 x 4.22 mm,False,,0.5625548,False,False
./diamond-details/LD12566852,1.12,Aug 6,Aug 7,10057,,8979,LD12566852,LD12566852,RD,Round,VVS2,D,None,Ideal,61.9,Faint,1.0,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2326865164/still_230x230.jpg,https://bluenile.v360.in/69/imaged/gia-2326865164/1/,6.65 x 6.68 x 4.13 mm,False,,0.40658507,False,False
./diamond-details/LD13911331,1.5,Aug 20,Aug 21,10060,,6707,LD13911331,LD13911331,RD,Round,SI1,I,None,Ideal,61.6,None,1.0,Excellent,Excellent,58.0,False,,,7.32 x 7.35 x 4.52 mm,False,,0.045892127,False,False
./diamond-details/LD13976724,1.24,Aug 10,Aug 11,10060,,8113,LD13976724,LD13976724,RD,Round,VVS2,E,None,Ideal,63.0,None,1.01,Excellent,Excellent,56.0,False,,,6.81 x 6.85 x 4.30 mm,False,,0.41909236,False,False
./diamond-details/LD01848958,1.14,Jul 29,Jul 30,10062,,8826,LD01848958,LD01848958,RD,Round,VS1,F,None,Ideal,62.6,None,1.01,Excellent,Excellent,54.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2125694807/still_230x230.jpg,https://bluenile.v360.in/61/imaged/gia-2125694807/1/,6.70 x 6.65 x 4.18 mm,False,,0.0582837,False,True
./diamond-details/LD13812275,1.2,Aug 7,Aug 10,10062,,8385,LD13812275,LD13812275,RD,Round,VS1,D,None,Ideal,60.3,None,1.0,Excellent,Excellent,61.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6345878039/still_230x230.jpg,https://bluenile.v360.in/29/imaged/gia-6345878039/1/,6.86 x 6.88 x 4.15 mm,False,,0.30077076,False,False
./diamond-details/LD12798069,1.63,Aug 13,Aug 14,10063,,6174,LD12798069,LD12798069,RD,Round,SI1,I,None,Ideal,61.7,None,1.01,Excellent,Excellent,58.0,False,,,7.58 x 7.53 x 4.66 mm,False,,0.079160064,False,False
./diamond-details/LD14007886,1.5,Jul 29,Jul 30,10064,,6709,LD14007886,LD14007886,RD,Round,SI1,G,None,Ideal,61.8,Faint,1.01,Excellent,Excellent,58.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5356387896/still_230x230.jpg,https://bluenile.v360.in/51/imaged/gia-5356387896/1/,7.36 x 7.30 x 4.53 mm,False,,0.19258848,False,True
./diamond-details/LD02552811,1.33,Jul 28,Jul 29,10065,,7568,LD02552811,LD02552811,RD,Round,VVS2,I,None,Ideal,61.6,None,1.0,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2145572820/still_230x230.jpg,https://bluenile.v360.in/59/imaged/gia-2145572820/1/,7.08 x 7.10 x 4.37 mm,False,,0.123713024,False,True
./diamond-details/LD06535634,1.4,Jul 24,Jul 27,10067,,7191,LD06535634,LD06535634,RD,Round,VVS1,I,None,Ideal,61.8,None,1.0,Excellent,Excellent,55.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7208967967/still_230x230.jpg,https://bluenile.v360.in/9/imaged/gia-7208967967/1/,7.18 x 7.21 x 4.45 mm,False,,0.29075888,False,True
./diamond-details/LD13583645,1.51,Aug 20,Aug 21,10069,,6668,LD13583645,LD13583645,RD,Round,SI1,F,None,Good,64.1,None,1.01,Excellent,Very Good,56.0,False,,,7.11 x 7.18 x 4.58 mm,False,,0.0641318,False,False
./diamond-details/LD11812051,1.61,Jul 29,Jul 30,10070,,6255,LD11812051,LD11812051,RD,Round,SI1,H,None,Ideal,61.3,None,1.01,Excellent,Excellent,59.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5273340492/still_230x230.jpg,https://bluenile.v360.in/59/imaged/gia-5273340492/1/,7.55 x 7.49 x 4.61 mm,False,,0.21686932,False,True
./diamond-details/LD05940883,1.33,Jul 24,Jul 27,10071,,7572,LD05940883,LD05940883,RD,Round,VS2,H,None,Ideal,61.9,Faint,1.01,Excellent,Excellent,55.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7191493471/still_230x230.jpg?v=2,https://bluenile.v360.in/1/imaged/gia-7191493471/2/,7.06 x 7.02 x 4.36 mm,False,,0.17274776,False,True
./diamond-details/LD13579532,1.4,Aug 20,Aug 21,10074,,7196,LD13579532,LD13579532,RD,Round,VVS2,H,None,Ideal,61.8,None,1.01,Excellent,Excellent,60.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2346789005/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2346789005/1/,7.07 x 7.13 x 4.39 mm,False,,0.5532654,False,False
./diamond-details/LD13976544,1.5,Aug 5,Aug 6,10077,,6718,LD13976544,LD13976544,RD,Round,VS1,H,None,Very Good,63.5,None,1.01,Excellent,Excellent,55.0,False,,,7.26 x 7.22 x 4.60 mm,False,,0.35655746,False,False
./diamond-details/LD13999403,1.65,Jul 28,Jul 29,10077,,6107,LD13999403,LD13999403,RD,Round,VS2,H,None,Ideal,62.4,Strong Blue,1.0,Excellent,Excellent,56.0,True,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5201956697/still_230x230.jpg,https://bluenile.v360.in/5/imaged/gia-5201956697/1/,7.51 x 7.54 x 4.69 mm,False,,0.6458849,False,True
